LocusID	Species	N_individuals	AlnSeqLength	N_sites_noN	AvgSeqLg_noN	N_SNPsBi	N_SNPs_Mult	GC_content	NbRec	SNP_coverage
Locus47	set_88	4	600	600	600	67	0	0.041	5	1.0
Locus48	set_88	4	600	600	600	72	0	0.043	3	1.0
Locus49	set_88	4	600	600	600	73	0	0.034	4	1.0
Locus50	set_88	4	600	600	600	73	0	0.041	4	1.0
Locus51	set_88	4	600	600	600	73	0	0.043	7	1.0
Locus52	set_88	4	600	600	600	72	0	0.045	4	1.0
Locus53	set_88	4	600	600	600	68	0	0.050	5	1.0
Locus54	set_88	4	600	600	600	73	0	0.040	3	1.0
Locus55	set_88	4	600	600	600	71	0	0.037	4	1.0
Locus56	set_88	4	600	600	600	70	0	0.042	2	1.0
Locus57	set_88	4	600	600	600	69	0	0.040	5	1.0
Locus58	set_88	4	600	600	600	67	0	0.040	2	1.0
Locus59	set_88	4	600	600	600	72	0	0.043	4	1.0
Locus60	set_88	4	600	600	600	63	0	0.037	3	1.0
Locus61	set_88	4	600	600	600	71	0	0.033	6	1.0
Locus62	set_88	4	600	600	600	75	0	0.050	0	1.0
Locus63	set_88	4	600	600	600	67	0	0.042	4	1.0
Locus64	set_88	4	600	600	600	68	0	0.042	6	1.0
Locus65	set_88	4	600	600	600	73	0	0.039	5	1.0
Locus66	set_88	4	600	600	600	69	0	0.038	3	1.0
Locus67	set_88	4	600	600	600	72	0	0.032	0	1.0
Locus68	set_88	4	600	600	600	69	0	0.034	5	1.0
Locus69	set_88	4	600	600	600	64	0	0.049	0	1.0
Locus70	set_88	4	600	600	600	69	0	0.043	6	1.0
Locus71	set_88	4	600	600	600	68	0	0.039	2	1.0
Locus72	set_88	4	600	600	600	68	0	0.039	5	1.0
Locus73	set_88	4	600	600	600	67	0	0.040	4	1.0
Locus74	set_88	4	600	600	600	71	0	0.037	1	1.0
Locus75	set_88	4	600	600	600	68	0	0.039	5	1.0
Locus76	set_88	4	600	600	600	71	0	0.035	5	1.0
Locus77	set_88	4	600	600	600	68	0	0.049	4	1.0
Locus78	set_88	4	600	600	600	73	0	0.043	4	1.0
Locus79	set_88	4	600	600	600	70	0	0.033	7	1.0
Locus80	set_88	4	600	600	600	70	0	0.037	2	1.0
Locus81	set_88	4	600	600	600	66	0	0.044	2	1.0
Locus82	set_88	4	600	600	600	72	0	0.041	3	1.0
Locus83	set_88	4	600	600	600	66	0	0.039	4	1.0
Locus84	set_88	4	600	600	600	64	0	0.037	3	1.0
Locus85	set_88	4	600	600	600	67	0	0.044	4	1.0
Locus86	set_88	4	600	600	600	72	0	0.035	6	1.0
Locus87	set_88	4	600	600	600	71	0	0.041	1	1.0
Locus88	set_88	4	600	600	600	67	0	0.051	0	1.0
Locus89	set_88	4	600	600	600	67	0	0.043	4	1.0
Locus90	set_88	4	600	600	600	72	0	0.044	4	1.0
Locus91	set_88	4	600	600	600	69	0	0.035	4	1.0
Locus92	set_88	4	600	600	600	68	0	0.044	2	1.0
Locus93	set_88	4	600	600	600	68	0	0.039	8	1.0
Locus94	set_88	4	600	600	600	69	0	0.038	3	1.0
Locus95	set_88	4	600	600	600	70	0	0.040	4	1.0
Locus96	set_88	4	600	600	600	67	0	0.039	3	1.0
Locus97	set_88	4	600	600	600	68	0	0.044	6	1.0
Locus98	set_88	4	600	600	600	64	0	0.044	4	1.0
Locus99	set_88	4	600	600	600	70	0	0.039	6	1.0
Locus100	set_88	4	600	600	600	66	0	0.041	3	1.0
Locus101	set_88	4	600	600	600	71	0	0.041	5	1.0
Locus102	set_88	4	600	600	600	67	0	0.037	3	1.0
Locus103	set_88	4	600	600	600	67	0	0.038	3	1.0
Locus104	set_88	4	600	600	600	69	0	0.042	6	1.0
Locus105	set_88	4	600	600	600	69	0	0.040	4	1.0
Locus106	set_88	4	600	600	600	72	0	0.045	4	1.0
Locus107	set_88	4	600	600	600	73	0	0.034	5	1.0
Locus108	set_88	4	600	600	600	64	0	0.037	2	1.0
Locus109	set_88	4	600	600	600	72	0	0.051	4	1.0
Locus110	set_88	4	600	600	600	69	0	0.040	4	1.0
Locus111	set_88	4	600	600	600	68	0	0.048	2	1.0
Locus112	set_88	4	600	600	600	68	0	0.041	8	1.0
Locus113	set_88	4	600	600	600	68	0	0.042	6	1.0
Locus114	set_88	4	600	600	600	71	0	0.035	3	1.0
Locus115	set_88	4	600	600	600	73	0	0.044	3	1.0
Locus116	set_88	4	600	600	600	69	0	0.038	1	1.0
Locus117	set_88	4	600	600	600	63	0	0.044	4	1.0
Locus118	set_88	4	600	600	600	61	0	0.045	3	1.0
Locus119	set_88	4	600	600	600	61	0	0.044	2	1.0
Locus120	set_88	4	600	600	600	68	0	0.043	7	1.0
Locus121	set_88	4	600	600	600	70	0	0.038	5	1.0
Locus122	set_88	4	600	600	600	65	0	0.039	3	1.0
Locus123	set_88	4	600	600	600	64	0	0.048	2	1.0
Locus124	set_88	4	600	600	600	69	0	0.049	1	1.0
Locus125	set_88	4	600	600	600	66	0	0.044	3	1.0
Locus126	set_88	4	600	600	600	69	0	0.052	2	1.0
Locus127	set_88	4	600	600	600	70	0	0.046	4	1.0
Locus128	set_88	4	600	600	600	63	0	0.041	1	1.0
Locus129	set_88	4	600	600	600	69	0	0.044	1	1.0
Locus130	set_88	4	600	600	600	68	0	0.044	3	1.0
Locus131	set_88	4	600	600	600	71	0	0.041	5	1.0
Locus132	set_88	4	600	600	600	72	0	0.039	5	1.0
Locus133	set_88	4	600	600	600	64	0	0.030	1	1.0
Locus134	set_88	4	600	600	600	69	0	0.034	5	1.0
Locus135	set_88	4	600	600	600	70	0	0.043	3	1.0
Locus136	set_88	4	600	600	600	68	0	0.045	1	1.0
Locus137	set_88	4	600	600	600	70	0	0.037	3	1.0
Locus138	set_88	4	600	600	600	70	0	0.043	3	1.0
Locus139	set_88	4	600	600	600	70	0	0.046	2	1.0
Locus140	set_88	4	600	600	600	70	0	0.041	3	1.0
Locus141	set_88	4	600	600	600	72	0	0.040	3	1.0
Locus142	set_88	4	600	600	600	71	0	0.040	6	1.0
Locus143	set_88	4	600	600	600	67	0	0.037	7	1.0
Locus144	set_88	4	600	600	600	67	0	0.044	3	1.0
Locus145	set_88	4	600	600	600	66	0	0.036	3	1.0
Locus146	set_88	4	600	600	600	70	0	0.048	3	1.0
Locus147	set_88	4	600	600	600	69	0	0.043	3	1.0
Locus148	set_88	4	600	600	600	71	0	0.038	2	1.0
Locus149	set_88	4	600	600	600	74	0	0.051	2	1.0
Locus150	set_88	4	600	600	600	73	0	0.039	4	1.0
Locus151	set_88	4	600	600	600	70	0	0.037	5	1.0
Locus152	set_88	4	600	600	600	75	0	0.042	3	1.0
Locus153	set_88	4	600	600	600	71	0	0.035	6	1.0
Locus154	set_88	4	600	600	600	70	0	0.039	1	1.0
Locus155	set_88	4	600	600	600	71	0	0.037	4	1.0
Locus156	set_88	4	600	600	600	68	0	0.042	4	1.0
Locus157	set_88	4	600	600	600	66	0	0.036	2	1.0
Locus158	set_88	4	600	600	600	72	0	0.043	3	1.0
Locus159	set_88	4	600	600	600	67	0	0.040	7	1.0
Locus160	set_88	4	600	600	600	69	0	0.043	6	1.0
Locus161	set_88	4	600	600	600	71	0	0.044	4	1.0
Locus162	set_88	4	600	600	600	70	0	0.044	7	1.0
Locus163	set_88	4	600	600	600	73	0	0.049	1	1.0
Locus164	set_88	4	600	600	600	68	0	0.045	2	1.0
Locus165	set_88	4	600	600	600	72	0	0.038	2	1.0
Locus166	set_88	4	600	600	600	67	0	0.033	5	1.0
Locus167	set_88	4	600	600	600	71	0	0.041	0	1.0
Locus168	set_88	4	600	600	600	70	0	0.040	5	1.0
Locus169	set_88	4	600	600	600	70	0	0.051	6	1.0
Locus170	set_88	4	600	600	600	65	0	0.045	9	1.0
Locus171	set_88	4	600	600	600	68	0	0.044	6	1.0
Locus172	set_88	4	600	600	600	70	0	0.038	3	1.0
Locus173	set_88	4	600	600	600	66	0	0.039	2	1.0
Locus174	set_88	4	600	600	600	73	0	0.035	6	1.0
Locus175	set_88	4	600	600	600	71	0	0.048	4	1.0
Locus176	set_88	4	600	600	600	72	0	0.044	5	1.0
Locus177	set_88	4	600	600	600	70	0	0.041	5	1.0
Locus178	set_88	4	600	600	600	69	0	0.037	6	1.0
Locus179	set_88	4	600	600	600	62	0	0.036	4	1.0
Locus180	set_88	4	600	600	600	68	0	0.041	6	1.0
Locus181	set_88	4	600	600	600	67	0	0.044	6	1.0
Locus182	set_88	4	600	600	600	73	0	0.044	2	1.0
Locus183	set_88	4	600	600	600	67	0	0.042	3	1.0
Locus184	set_88	4	600	600	600	66	0	0.050	4	1.0
Locus185	set_88	4	600	600	600	68	0	0.043	1	1.0
Locus186	set_88	4	600	600	600	65	0	0.044	3	1.0
Locus187	set_88	4	600	600	600	68	0	0.044	2	1.0
Locus188	set_88	4	600	600	600	65	0	0.039	4	1.0
Locus189	set_88	4	600	600	600	73	0	0.042	7	1.0
Locus190	set_88	4	600	600	600	70	0	0.038	5	1.0
Locus191	set_88	4	600	600	600	70	0	0.042	2	1.0
Locus192	set_88	4	600	600	600	69	0	0.047	2	1.0
Locus193	set_88	4	600	600	600	65	0	0.039	6	1.0
Locus194	set_88	4	600	600	600	70	0	0.041	2	1.0
Locus195	set_88	4	600	600	600	70	0	0.047	3	1.0
Locus196	set_88	4	600	600	600	71	0	0.041	3	1.0
Locus197	set_88	4	600	600	600	72	0	0.043	2	1.0
Locus198	set_88	4	600	600	600	69	0	0.027	6	1.0
Locus199	set_88	4	600	600	600	69	0	0.038	4	1.0
Locus200	set_88	4	600	600	600	70	0	0.042	5	1.0
Locus201	set_88	4	600	600	600	70	0	0.034	2	1.0
Locus202	set_88	4	600	600	600	64	0	0.045	1	1.0
Locus203	set_88	4	600	600	600	71	0	0.031	4	1.0
Locus204	set_88	4	600	600	600	73	0	0.035	6	1.0
Locus205	set_88	4	600	600	600	71	0	0.046	3	1.0
Locus206	set_88	4	600	600	600	71	0	0.037	3	1.0
Locus207	set_88	4	600	600	600	69	0	0.035	1	1.0
Locus208	set_88	4	600	600	600	67	0	0.042	3	1.0
Locus209	set_88	4	600	600	600	70	0	0.043	2	1.0
Locus210	set_88	4	600	600	600	71	0	0.039	4	1.0
Locus211	set_88	4	600	600	600	69	0	0.045	5	1.0
Locus212	set_88	4	600	600	600	72	0	0.043	2	1.0
Locus213	set_88	4	600	600	600	67	0	0.044	0	1.0
Locus214	set_88	4	600	600	600	69	0	0.037	5	1.0
Locus215	set_88	4	600	600	600	66	0	0.035	NA	1.0
Locus216	set_88	4	600	600	600	71	0	0.037	2	1.0
Locus217	set_88	4	600	600	600	69	0	0.042	4	1.0
Locus218	set_88	4	600	600	600	74	0	0.040	6	1.0
Locus219	set_88	4	600	600	600	72	0	0.032	3	1.0
Locus220	set_88	4	600	600	600	71	0	0.046	4	1.0
Locus221	set_88	4	600	600	600	67	0	0.047	2	1.0
Locus222	set_88	4	600	600	600	70	0	0.047	3	1.0
Locus223	set_88	4	600	600	600	71	0	0.037	5	1.0
Locus224	set_88	4	600	600	600	68	0	0.042	3	1.0
Locus225	set_88	4	600	600	600	66	0	0.040	1	1.0
Locus226	set_88	4	600	600	600	69	0	0.037	3	1.0
Locus227	set_88	4	600	600	600	71	0	0.040	3	1.0
Locus228	set_88	4	600	600	600	70	0	0.039	5	1.0
Locus229	set_88	4	600	600	600	69	0	0.043	4	1.0
Locus230	set_88	4	600	600	600	68	0	0.052	4	1.0
Locus231	set_88	4	600	600	600	68	0	0.045	2	1.0
Locus232	set_88	4	600	600	600	66	0	0.043	5	1.0
Locus233	set_88	4	600	600	600	69	0	0.032	5	1.0
Locus234	set_88	4	600	600	600	69	0	0.038	1	1.0
Locus235	set_88	4	600	600	600	66	0	0.043	5	1.0
Locus236	set_88	4	600	600	600	69	0	0.040	6	1.0
Locus237	set_88	4	600	600	600	69	0	0.048	4	1.0
Locus238	set_88	4	600	600	600	70	0	0.051	2	1.0
Locus239	set_88	4	600	600	600	70	0	0.040	6	1.0
Locus240	set_88	4	600	600	600	71	0	0.035	5	1.0
Locus241	set_88	4	600	600	600	67	0	0.044	2	1.0
Locus242	set_88	4	600	600	600	73	0	0.035	4	1.0
Locus243	set_88	4	600	600	600	70	0	0.044	4	1.0
Locus244	set_88	4	600	600	600	71	0	0.038	5	1.0
Locus245	set_88	4	600	600	600	72	0	0.044	5	1.0
Locus246	set_88	4	600	600	600	71	0	0.047	2	1.0
Locus247	set_88	4	600	600	600	69	0	0.046	2	1.0
Locus248	set_88	4	600	600	600	72	0	0.047	2	1.0
Locus249	set_88	4	600	600	600	69	0	0.036	9	1.0
Locus250	set_88	4	600	600	600	68	0	0.036	4	1.0
Locus251	set_88	4	600	600	600	69	0	0.049	5	1.0
Locus252	set_88	4	600	600	600	64	0	0.038	5	1.0
Locus253	set_88	4	600	600	600	73	0	0.039	3	1.0
Locus254	set_88	4	600	600	600	70	0	0.045	5	1.0
Locus255	set_88	4	600	600	600	64	0	0.048	6	1.0
Locus256	set_88	4	600	600	600	74	0	0.041	2	1.0
Locus257	set_88	4	600	600	600	69	0	0.041	4	1.0
Locus258	set_88	4	600	600	600	70	0	0.042	5	1.0
Locus259	set_88	4	600	600	600	75	0	0.044	3	1.0
Locus260	set_88	4	600	600	600	66	0	0.048	3	1.0
Locus261	set_88	4	600	600	600	69	0	0.036	4	1.0
Locus262	set_88	4	600	600	600	69	0	0.046	5	1.0
Locus263	set_88	4	600	600	600	67	0	0.039	7	1.0
Locus264	set_88	4	600	600	600	70	0	0.051	3	1.0
Locus265	set_88	4	600	600	600	67	0	0.042	3	1.0
Locus266	set_88	4	600	600	600	71	0	0.040	5	1.0
Locus267	set_88	4	600	600	600	72	0	0.047	5	1.0
Locus268	set_88	4	600	600	600	68	0	0.036	4	1.0
Locus269	set_88	4	600	600	600	70	0	0.040	4	1.0
Locus270	set_88	4	600	600	600	70	0	0.038	8	1.0
Locus271	set_88	4	600	600	600	66	0	0.042	6	1.0
Locus272	set_88	4	600	600	600	70	0	0.033	3	1.0
Locus273	set_88	4	600	600	600	73	0	0.042	4	1.0
Locus274	set_88	4	600	600	600	70	0	0.045	1	1.0
Locus275	set_88	4	600	600	600	71	0	0.040	6	1.0
Locus276	set_88	4	600	600	600	70	0	0.037	6	1.0
Locus277	set_88	4	600	600	600	69	0	0.044	6	1.0
Locus278	set_88	4	600	600	600	70	0	0.043	2	1.0
Locus279	set_88	4	600	600	600	71	0	0.040	2	1.0
Locus280	set_88	4	600	600	600	67	0	0.041	5	1.0
Locus281	set_88	4	600	600	600	66	0	0.032	7	1.0
Locus282	set_88	4	600	600	600	70	0	0.042	4	1.0
Locus283	set_88	4	600	600	600	68	0	0.044	6	1.0
Locus284	set_88	4	600	600	600	66	0	0.044	3	1.0
Locus285	set_88	4	600	600	600	66	0	0.036	3	1.0
Locus286	set_88	4	600	600	600	69	0	0.043	4	1.0
Locus287	set_88	4	600	600	600	69	0	0.053	1	1.0
Locus288	set_88	4	600	600	600	68	0	0.038	4	1.0
Locus289	set_88	4	600	600	600	70	0	0.038	3	1.0
Locus290	set_88	4	600	600	600	74	0	0.044	1	1.0
Locus291	set_88	4	600	600	600	72	0	0.046	3	1.0
Locus292	set_88	4	600	600	600	72	0	0.044	4	1.0
Locus293	set_88	4	600	600	600	72	0	0.038	8	1.0
Locus294	set_88	4	600	600	600	66	0	0.050	3	1.0
Locus295	set_88	4	600	600	600	71	0	0.038	4	1.0
Locus296	set_88	4	600	600	600	70	0	0.042	2	1.0
Locus297	set_88	4	600	600	600	71	0	0.037	2	1.0
Locus298	set_88	4	600	600	600	69	0	0.035	2	1.0
Locus299	set_88	4	600	600	600	68	0	0.042	3	1.0
Locus300	set_88	4	600	600	600	69	0	0.046	6	1.0
Locus301	set_88	4	600	600	600	72	0	0.042	4	1.0
Locus302	set_88	4	600	600	600	71	0	0.046	3	1.0
Locus303	set_88	4	600	600	600	68	0	0.037	4	1.0
Locus304	set_88	4	600	600	600	71	0	0.036	4	1.0
Locus305	set_88	4	600	600	600	68	0	0.042	5	1.0
Locus306	set_88	4	600	600	600	67	0	0.042	4	1.0
Locus307	set_88	4	600	600	600	71	0	0.031	2	1.0
Locus308	set_88	4	600	600	600	66	0	0.038	7	1.0
Locus309	set_88	4	600	600	600	73	0	0.035	4	1.0
Locus310	set_88	4	600	600	600	73	0	0.039	5	1.0
Locus311	set_88	4	600	600	600	63	0	0.047	1	1.0
Locus312	set_88	4	600	600	600	69	0	0.039	1	1.0
Locus313	set_88	4	600	600	600	69	0	0.040	4	1.0
Locus314	set_88	4	600	600	600	69	0	0.045	0	1.0
Locus315	set_88	4	600	600	600	69	0	0.048	3	1.0
Locus316	set_88	4	600	600	600	73	0	0.042	1	1.0
Locus317	set_88	4	600	600	600	70	0	0.047	3	1.0
Locus318	set_88	4	600	600	600	69	0	0.042	3	1.0
Locus319	set_88	4	600	600	600	69	0	0.042	4	1.0
Locus320	set_88	4	600	600	600	70	0	0.049	2	1.0
Locus321	set_88	4	600	600	600	69	0	0.038	4	1.0
Locus322	set_88	4	600	600	600	67	0	0.045	4	1.0
Locus323	set_88	4	600	600	600	68	0	0.044	5	1.0
Locus324	set_88	4	600	600	600	67	0	0.043	3	1.0
Locus325	set_88	4	600	600	600	72	0	0.035	4	1.0
Locus326	set_88	4	600	600	600	68	0	0.037	4	1.0
Locus327	set_88	4	600	600	600	70	0	0.038	5	1.0
Locus328	set_88	4	600	600	600	69	0	0.044	4	1.0
Locus329	set_88	4	600	600	600	63	0	0.048	1	1.0
Locus330	set_88	4	600	600	600	70	0	0.050	5	1.0
Locus331	set_88	4	600	600	600	70	0	0.044	4	1.0
Locus332	set_88	4	600	600	600	71	0	0.048	5	1.0
Locus333	set_88	4	600	600	600	73	0	0.040	7	1.0
Locus334	set_88	4	600	600	600	71	0	0.039	2	1.0
Locus335	set_88	4	600	600	600	71	0	0.044	3	1.0
Locus336	set_88	4	600	600	600	69	0	0.035	3	1.0
Locus337	set_88	4	600	600	600	67	0	0.033	3	1.0
Locus338	set_88	4	600	600	600	65	0	0.050	7	1.0
Locus339	set_88	4	600	600	600	71	0	0.038	3	1.0
Locus340	set_88	4	600	600	600	73	0	0.049	5	1.0
Locus341	set_88	4	600	600	600	70	0	0.043	4	1.0
Locus342	set_88	4	600	600	600	71	0	0.035	2	1.0
Locus343	set_88	4	600	600	600	66	0	0.044	2	1.0
Locus344	set_88	4	600	600	600	64	0	0.044	3	1.0
Locus345	set_88	4	600	600	600	66	0	0.048	3	1.0
Locus346	set_88	4	600	600	600	66	0	0.042	5	1.0
Locus347	set_88	4	600	600	600	70	0	0.038	5	1.0
Locus348	set_88	4	600	600	600	68	0	0.047	NA	1.0
Locus349	set_88	4	600	600	600	71	0	0.040	4	1.0
Locus350	set_88	4	600	600	600	72	0	0.047	4	1.0
Locus351	set_88	4	600	600	600	70	0	0.043	1	1.0
Locus352	set_88	4	600	600	600	67	0	0.046	5	1.0
Locus353	set_88	4	600	600	600	65	0	0.043	1	1.0
Locus354	set_88	4	600	600	600	68	0	0.038	4	1.0
Locus355	set_88	4	600	600	600	71	0	0.045	2	1.0
Locus356	set_88	4	600	600	600	72	0	0.036	4	1.0
Locus357	set_88	4	600	600	600	72	0	0.043	1	1.0
Locus358	set_88	4	600	600	600	70	0	0.043	4	1.0
Locus359	set_88	4	600	600	600	70	0	0.034	3	1.0
Locus360	set_88	4	600	600	600	66	0	0.038	5	1.0
Locus361	set_88	4	600	600	600	71	0	0.038	4	1.0
Locus362	set_88	4	600	600	600	71	0	0.031	6	1.0
Locus363	set_88	4	600	600	600	67	0	0.038	2	1.0
Locus364	set_88	4	600	600	600	72	0	0.035	2	1.0
Locus365	set_88	4	600	600	600	68	0	0.041	4	1.0
Locus366	set_88	4	600	600	600	71	0	0.042	3	1.0
Locus367	set_88	4	600	600	600	61	0	0.051	2	1.0
Locus368	set_88	4	600	600	600	69	0	0.050	3	1.0
Locus369	set_88	4	600	600	600	71	0	0.046	4	1.0
Locus370	set_88	4	600	600	600	66	0	0.044	0	1.0
Locus371	set_88	4	600	600	600	71	0	0.044	4	1.0
Locus372	set_88	4	600	600	600	69	0	0.040	4	1.0
Locus373	set_88	4	600	600	600	72	0	0.035	0	1.0
Locus374	set_88	4	600	600	600	66	0	0.035	4	1.0
Locus375	set_88	4	600	600	600	66	0	0.037	7	1.0
Locus376	set_88	4	600	600	600	70	0	0.039	6	1.0
Locus377	set_88	4	600	600	600	72	0	0.042	3	1.0
Locus378	set_88	4	600	600	600	67	0	0.040	3	1.0
Locus379	set_88	4	600	600	600	69	0	0.035	3	1.0
Locus380	set_88	4	600	600	600	70	0	0.045	4	1.0
Locus381	set_88	4	600	600	600	69	0	0.042	2	1.0
Locus382	set_88	4	600	600	600	72	0	0.040	3	1.0
Locus383	set_88	4	600	600	600	69	0	0.040	3	1.0
Locus384	set_88	4	600	600	600	69	0	0.040	2	1.0
Locus385	set_88	4	600	600	600	69	0	0.035	5	1.0
Locus386	set_88	4	600	600	600	69	0	0.045	4	1.0
Locus387	set_88	4	600	600	600	67	0	0.036	2	1.0
Locus388	set_88	4	600	600	600	67	0	0.040	5	1.0
Locus389	set_88	4	600	600	600	72	0	0.042	2	1.0
Locus390	set_88	4	600	600	600	65	0	0.041	5	1.0
Locus391	set_88	4	600	600	600	65	0	0.045	3	1.0
Locus392	set_88	4	600	600	600	70	0	0.041	2	1.0
Locus393	set_88	4	600	600	600	70	0	0.039	5	1.0
Locus394	set_88	4	600	600	600	69	0	0.032	4	1.0
Locus395	set_88	4	600	600	600	70	0	0.059	4	1.0
Locus396	set_88	4	600	600	600	71	0	0.041	1	1.0
Locus397	set_88	4	600	600	600	70	0	0.032	2	1.0
Locus398	set_88	4	600	600	600	65	0	0.045	4	1.0
Locus399	set_88	4	600	600	600	70	0	0.036	6	1.0
Locus400	set_88	4	600	600	600	70	0	0.044	4	1.0
Locus401	set_88	4	600	600	600	67	0	0.038	5	1.0
Locus402	set_88	4	600	600	600	68	0	0.044	2	1.0
Locus403	set_88	4	600	600	600	71	0	0.040	9	1.0
Locus404	set_88	4	600	600	600	67	0	0.042	4	1.0
Locus405	set_88	4	600	600	600	66	0	0.037	8	1.0
Locus406	set_88	4	600	600	600	73	0	0.038	5	1.0
Locus407	set_88	4	600	600	600	69	0	0.039	4	1.0
Locus408	set_88	4	600	600	600	66	0	0.039	3	1.0
Locus409	set_88	4	600	600	600	71	0	0.038	7	1.0
Locus410	set_88	4	600	600	600	69	0	0.045	3	1.0
Locus411	set_88	4	600	600	600	69	0	0.044	2	1.0
Locus412	set_88	4	600	600	600	72	0	0.048	4	1.0
Locus413	set_88	4	600	600	600	71	0	0.041	1	1.0
Locus414	set_88	4	600	600	600	73	0	0.039	5	1.0
Locus415	set_88	4	600	600	600	69	0	0.032	5	1.0
Locus416	set_88	4	600	600	600	72	0	0.036	3	1.0
Locus417	set_88	4	600	600	600	68	0	0.037	2	1.0
Locus418	set_88	4	600	600	600	70	0	0.035	3	1.0
Locus419	set_88	4	600	600	600	70	0	0.050	3	1.0
Locus420	set_88	4	600	600	600	70	0	0.043	5	1.0
Locus421	set_88	4	600	600	600	73	0	0.034	3	1.0
Locus422	set_88	4	600	600	600	71	0	0.032	4	1.0
Locus423	set_88	4	600	600	600	70	0	0.052	1	1.0
Locus424	set_88	4	600	600	600	72	0	0.038	6	1.0
Locus425	set_88	4	600	600	600	71	0	0.039	4	1.0
Locus426	set_88	4	600	600	600	70	0	0.036	2	1.0
Locus427	set_88	4	600	600	600	65	0	0.039	6	1.0
Locus428	set_88	4	600	600	600	72	0	0.054	2	1.0
Locus429	set_88	4	600	600	600	67	0	0.044	3	1.0
Locus430	set_88	4	600	600	600	70	0	0.038	3	1.0
Locus431	set_88	4	600	600	600	67	0	0.048	3	1.0
Locus432	set_88	4	600	600	600	71	0	0.056	1	1.0
Locus433	set_88	4	600	600	600	69	0	0.042	6	1.0
Locus434	set_88	4	600	600	600	70	0	0.035	7	1.0
Locus435	set_88	4	600	600	600	71	0	0.044	4	1.0
Locus436	set_88	4	600	600	600	70	0	0.034	6	1.0
Locus437	set_88	4	600	600	600	68	0	0.040	4	1.0
Locus438	set_88	4	600	600	600	71	0	0.040	6	1.0
Locus439	set_88	4	600	600	600	73	0	0.036	5	1.0
Locus440	set_88	4	600	600	600	70	0	0.041	5	1.0
Locus441	set_88	4	600	600	600	66	0	0.044	1	1.0
Locus442	set_88	4	600	600	600	68	0	0.041	4	1.0
Locus443	set_88	4	600	600	600	64	0	0.045	3	1.0
Locus444	set_88	4	600	600	600	70	0	0.043	1	1.0
Locus445	set_88	4	600	600	600	69	0	0.041	3	1.0
Locus446	set_88	4	600	600	600	69	0	0.038	6	1.0
